time,latitude,longitude,depth,mag,mag_type,net,string_id,place,horizontal_error,mag_error,mag_nst,location_source
2022-06-14T17:54:08.780Z,18.9057,-155.2738,10,2.5,ml,us,us7000hhec,"36 km ESE of Naalehu, Hawaii",2.5,0.052,49,us
2022-06-14T17:51:58.720Z,39.2915,-122.7726667,4.38,2.11,md,nc,nc73745336,"18km NE of Upper Lake, CA",0.19,0.175,31,nc
2022-06-14T17:51:04.805Z,61.3445,-150.724,43.5,1.7,ml,ak,ak0227l63knk,"24 km SSW of Susitna, Alaska",,,,ak
2022-06-14T17:51:01.060Z,40.243,-124.1541667,12.76,1.32,md,nc,nc73745331,"14km SE of Petrolia, CA",0.33,0.081,7,nc
2022-06-14T17:21:45.530Z,36.0898333,-117.6895,1.29,0.97,ml,ci,ci40040071,"24km ENE of Coso Junction, CA",0.14,0.182,4,ci
2022-06-14T17:08:58.370Z,44.2843333,-115.1286667,9.57,1.6,ml,mb,mb80548654,"16 km WNW of Stanley, Idaho",0.74,0.174,6,mb
2022-06-14T16:58:21.632Z,51.6232,-172.668,15.75,2.7,ml,us,us7000hhe2,"123 km ESE of Atka, Alaska",8.3,0.137,8,us
2022-06-14T16:55:57.334Z,61.1002,-147.4266,25.6,1.4,ml,ak,ak0227l5j3yt,"48 km WNW of Tatitlek, Alaska",,,,ak
2022-06-14T16:54:23.090Z,33.2733333,-116.7783333,14.03,1.15,ml,ci,ci40040031,"4km NNW of Lake Henshaw, CA",0.15,0.157,26,ci
2022-06-14T16:33:46.827Z,38.5481,142.0033,58.24,4.4,mb,us,us7000hhdw,"63 km ENE of Ishinomaki, Japan",9.2,0.063,72,us
2022-06-14T16:27:08.280Z,39.8085,-123.1738333,9.53,1.87,md,nc,nc73745281,"7km ENE of Covelo, CA",0.22,0.148,24,nc
2022-06-14T16:26:44.052Z,58.9969,-150.6292,34.2,2.6,ml,ak,ak0227l5cuyq,"74 km SSE of Halibut Cove, Alaska",,,,ak
2022-06-14T16:18:31.330Z,34.1063333,-117.313,15.68,1.18,ml,ci,ci40040007,"3km SW of San Bernardino, CA",0.24,0.141,19,ci
2022-06-14T15:44:26.960Z,18.03383333,-67.25766667,12.83,2.42,md,pr,pr71354078,"8 km WSW of Puerto Real, Puerto Rico",0.61,0.100756789,5,pr
2022-06-14T15:43:02.702Z,63.1541,-149.6822,85.1,3.8,ml,ak,ak0227l4uzkp,"45 km SW of Cantwell, Alaska",,,,ak
2022-06-14T15:30:20.639Z,36.706,49.8017,10,4.6,mb,us,us7000hhd7,"34 km E of Pādegān-e Manjīl, Iran",8.9,0.063,78,us
2022-06-14T15:17:55.850Z,-17.9565,-178.2193,592.19,4.5,mb,us,us7000hhd5,"261 km E of Levuka, Fiji",10.6,0.096,33,us
2022-06-14T15:15:54.350Z,35.9363333,-117.6735,2.67,1.3,ml,ci,ci40039983,"21km E of Little Lake, CA",0.34,0.172,7,ci
2022-06-14T15:15:32.419Z,38.2592,-118.7326,7.6,1.1,ml,nn,nn00840871,"30 km SSW of Hawthorne, Nevada",,0.25,7,nn
2022-06-14T14:58:53.300Z,33.7376667,-119.1521667,1.04,2.75,ml,ci,ci40039967,"31km NNW of Santa Barbara Is., CA",0.32,0.17,15,ci
2022-06-14T14:48:27.496Z,36.5886,71.0146,219.07,4,mb,us,us7000hhbn,"34 km SSE of Jurm, Afghanistan",9.9,0.133,15,us
2022-06-14T14:37:41.163Z,10.9542,-86.8449,10,4.5,mb,us,us7000hhbg,"98 km SSW of Masachapa, Nicaragua",7.1,0.074,56,us
2022-06-14T14:13:42.555Z,61.4001,-150.609,39.8,2.8,ml,ak,ak0227l437jj,"16 km SSW of Susitna, Alaska",,,,ak
2022-06-14T14:09:43.154Z,26.5404,54.1791,10,4.7,mb,us,us7000hhbb,"16 km E of Kīsh, Iran",6.7,0.07,64,us
2022-06-14T14:05:06.778Z,53.31,-163.8744,37.5,3.7,ml,ak,ak0227l41qd2,"155 km SE of Akutan, Alaska",,,,ak
2022-06-14T14:05:05.268Z,53.329,-163.8738,13.36,4,mb,us,us7000hhb8,"154 km SE of Akutan, Alaska",5.4,0.138,15,us
2022-06-14T14:01:29.150Z,19.16133308,-155.4660034,32.52000046,2.30999994,md,hv,hv73043672,"4 km SSE of Pāhala, Hawaii",0.43,0.819999993,24,hv
2022-06-14T13:40:16.409Z,61.5025,-151.198,23.8,1.2,ml,ak,ak0227l3ni94,"36 km W of Susitna, Alaska",,,,ak
2022-06-14T13:27:59.660Z,38.2998,-118.7511,9.4,1.1,ml,nn,nn00840869,"27 km SSW of Hawthorne, Nevada",,0.36,4,nn
2022-06-14T12:50:25.555Z,-19.6277,-69.0086,123.26,4.3,mb,us,us7000hhb3,"135 km ENE of Iquique, Chile",5.7,0.133,18,us
2022-06-14T12:43:21.440Z,36.404,-89.476,5.87,1.87,md,nm,nm60399276,"2 km N of Tiptonville, Tennessee",0.15,0.121,21,nm
2022-06-14T12:28:58.690Z,63.3141,-149.8011,79.3,1.6,ml,ak,ak0227l2zlbh,"43 km WSW of Cantwell, Alaska",,,,ak
2022-06-14T12:26:04.820Z,38.7721672,-122.7393341,1.31,1.12,md,nc,nc73745246,"2km ESE of The Geysers, CA",0.23,0.06,3,nc
2022-06-14T12:23:34.517Z,60.8384,-146.9667,14.4,1.3,ml,ak,ak0227l2ygvc,"15 km W of Tatitlek, Alaska",,,,ak
2022-06-14T12:23:21.220Z,17.974,-66.76116667,21.35,2.12,md,pr,pr71354043,"4 km S of Magas Arriba, Puerto Rico",1.79,0.416577809,5,pr
2022-06-14T12:21:02.310Z,18.02783333,-66.78283333,15.98,2.54,md,pr,pr71354033,"1 km NE of Guayanilla, Puerto Rico",0.39,0.253072944,13,pr
2022-06-14T12:00:30.010Z,19.93033333,-155.485,33.36,2.49,md,hv,hv73043602,"16 km S of Honoka‘a, Hawaii",0.49,0.136899748,18,hv
2022-06-14T11:51:59.658Z,38.2684,-118.7403,4.4,1.1,ml,nn,nn00840886,"30 km SSW of Hawthorne, Nevada",,0.34,6,nn
2022-06-14T11:26:28.800Z,40.405,-122.0993333,11.18,1.52,md,nc,nc73745236,"18km ESE of Anderson, CA",0.48,0.148,13,nc
2022-06-14T11:14:07.510Z,36.4136667,-120.9866667,10.76,1.58,md,nc,nc73745231,"19km SE of Pinnacles, CA",0.3,0.142,22,nc
2022-06-14T10:56:59.440Z,19.14133263,-155.4763336,31.63999939,1.75,md,hv,hv73043547,"6 km S of Pāhala, Hawaii",0.76,0.74000001,8,hv
2022-06-14T10:52:58.200Z,19.19099998,-155.456665,35.18999863,2,ml,hv,hv73043537,"2 km ESE of Pāhala, Hawaii",0.6,4.89,5,hv
2022-06-14T10:48:56.173Z,60.1192,-153.3458,149,1.8,ml,ak,ak0227l1x08h,"54 km E of Port Alsworth, Alaska",,,,ak
2022-06-14T10:36:45.432Z,58.6388,-154.1606,91.9,2.5,ml,ak,ak0227l1uetb,"95 km SSE of Kokhanok, Alaska",,,,ak
2022-06-14T10:35:13.750Z,33.05,-115.6056667,4.97,1.14,ml,ci,ci40039911,"2km NE of Westmorland, CA",0.28,0.232,8,ci
2022-06-14T10:26:07.744Z,-5.7122,146.7277,92.51,4.5,mb,us,us7000hh9z,"114 km NE of Kainantu, Papua New Guinea",9.3,0.097,33,us
2022-06-14T10:11:11.925Z,32.4798,101.7276,10,4.6,mb,us,us7000hh9y,"Western Sichuan, China",6.2,0.069,63,us
2022-06-14T10:00:41.410Z,33.4848333,-116.7581667,7.39,1.2,ml,ci,ci40039895,"11km ENE of Aguanga, CA",0.11,0.167,21,ci
2022-06-14T09:57:29.740Z,33.0293333,-116.2923333,4.74,1.5,ml,ci,ci40039879,"20km SW of Ocotillo Wells, CA",0.15,0.128,36,ci
2022-06-14T09:53:46.608Z,64.395,-147.35,0.8,1.4,ml,ak,ak0227l1cmh0,"25 km SW of Salcha, Alaska",,,,ak
2022-06-14T09:51:29.560Z,38.8371658,-122.7835007,1.27,1.18,md,nc,nc73745216,"6km WNW of Cobb, CA",0.42,,1,nc
2022-06-14T09:48:29.337Z,60.1455,-152.3397,96.4,2.1,ml,ak,ak0227l1bijf,"38 km WNW of Ninilchik, Alaska",,,,ak
2022-06-14T09:35:33.808Z,62.9333,-149.7704,68.7,2,ml,ak,ak0227l18qlg,"56 km NNE of Chase, Alaska",,,,ak
2022-06-14T09:28:40.806Z,31.65583771,-104.3737441,7.082763672,2.2,ml,tx,tx2022lojg,"57 km S of Whites City, New Mexico",1.022390974,0.1,13,tx
2022-06-14T09:26:14.050Z,17.9635,-66.971,15.68,1.93,md,pr,pr71354008,"6 km WSW of Fuig, Puerto Rico",2.37,0.223604784,3,pr
2022-06-14T09:09:33.432Z,-5.5073,147.1267,186.31,5.6,mww,us,us7000hh98,"135 km N of Lae, Papua New Guinea",8.9,0.045,48,us
2022-06-14T09:08:12.240Z,32.6998333,-115.445,11.64,1.68,ml,ci,ci40039871,"6km ENE of Calexico, CA",0.32,0.19,20,ci
2022-06-14T09:07:00.710Z,19.18099976,-155.489502,29.37999916,1.71000004,md,hv,hv73043507,"2 km SSW of Pāhala, Hawaii",0.66,1.71000004,4,hv
2022-06-14T09:06:41.190Z,18.0345,-66.776,15.31,2.19,md,pr,pr71354003,"2 km NNW of Magas Arriba, Puerto Rico",0.41,0.112766159,5,pr
2022-06-14T08:59:31.194Z,38.5102,-119.4025,2.6,1,ml,nn,nn00840881,"6 km E of Walker, California",,0.29,4,nn
2022-06-14T08:12:50.224Z,61.9505,-148.6955,33.1,1.2,ml,ak,ak0227l0iese,"19 km N of Sutton-Alpine, Alaska",,,,ak
2022-06-14T08:04:02.010Z,33.9743333,-118.721,13.5,1.24,ml,ci,ci40039863,"7km SSW of Malibu Beach, CA",0.3,0.15,13,ci
2022-06-14T07:59:22.586Z,31.72076869,-104.5221571,5.206079102,2.9,ml,tx,tx2022logi,"52 km SSW of Whites City, New Mexico",1.358067114,0.2,10,tx
2022-06-14T07:48:20.340Z,39.2925,-123.3421667,5.83,1.21,md,nc,nc73745206,"12km WNW of Redwood Valley, CA",0.23,0.108,13,nc
2022-06-14T07:44:01.910Z,17.97433333,-66.99016667,8.78,1.77,md,pr,pr71353998,"5 km E of La Parguera, Puerto Rico",0.44,0.031502628,3,pr
2022-06-14T07:37:01.940Z,18.03983333,-66.997,8.75,1.92,md,pr,pr71353993,"5 km SW of Sabana Grande, Puerto Rico",5.39,0.011340307,3,pr
2022-06-14T07:35:44.771Z,36.4812,71.1634,207.9,4.9,mb,us,us7000hh92,"39 km SW of Ashkāsham, Afghanistan",6.8,0.038,219,us
2022-06-14T07:01:36.560Z,18.00383333,-66.99916667,12.77,1.88,md,pr,pr71353988,"5 km ENE of La Parguera, Puerto Rico",2.23,0.029804881,3,pr
2022-06-14T06:57:56.590Z,54.55283333,-163.3305,9.41,2.17,ml,av,av91062953,"33 km S of False Pass, Alaska",0.68,0.356394913,5,av
2022-06-14T06:57:20.487Z,31.0498881,-103.6198607,3.997802734,2.2,ml,tx,tx2022loeh,"13 km ENE of Balmorhea, Texas",1.492273919,0.2,8,tx
2022-06-14T06:51:21.680Z,40.3298333,-123.871,24.15,1.74,md,nc,nc73745191,"24km N of Redway, CA",0.32,0.214,12,nc
2022-06-14T06:50:27.530Z,17.96716667,-66.91883333,7.2,2.18,md,pr,pr71353983,"1 km WSW of Guánica, Puerto Rico",4.34,0.028001871,3,pr
2022-06-14T06:41:25.780Z,33.4668333,-116.5685,10.23,1.22,ml,ci,ci40039847,"14km SE of Anza, CA",0.19,0.234,26,ci
2022-06-14T06:39:41.800Z,38.8216667,-122.8515015,2.02,0.95,md,nc,nc73745171,"10km WNW of The Geysers, CA",0.24,0.22,3,nc
2022-06-14T06:24:20.059Z,36.85816667,-97.78433333,6.61,1.31,ml,ok,ok2022lode,"7 km NW of Medford, Oklahoma",,0.13,5,ok
2022-06-14T06:10:25.573Z,31.08090716,-103.3074833,4.614794922,2.2,ml,tx,tx2022locs,"29 km SW of Coyanosa, Texas",2.404710713,0.2,11,tx
2022-06-14T05:52:35.921Z,47.2648,-68.0017,5,2.1,ml,us,us7000hhh8,"7 km NW of Harrison Brook, Canada",2.1,0.074,24,us
2022-06-14T05:28:20.090Z,34.8743333,-117.3671667,5.26,1.29,ml,ci,ci40039839,"29km ESE of Boron, CA",0.25,0.164,7,ci
2022-06-14T05:27:34.270Z,33.8183333,-117.0028333,13.84,1.96,ml,ci,ci40039831,"6km NW of San Jacinto, CA",0.13,0.17,65,ci
2022-06-14T05:23:38.145Z,-7.3457,125.8495,490.4,4.8,mb,us,us7000hh8j,"130 km N of Manatutu, Timor Leste",8.9,0.113,24,us
2022-06-14T05:14:37.290Z,37.5665,-118.8515,7.59,1.41,md,nc,nc73745156,"14km SE of Mammoth Lakes, CA",0.34,0.184,18,nc
2022-06-14T05:01:43.058Z,31.59146042,-104.0031459,7.699755859,2,ml,tx,tx2022loal,"36 km NNW of Toyah, Texas",1.720649644,0.2,6,tx
2022-06-14T04:59:24.091Z,57.6236,-154.9115,74.2,2,ml,ak,ak0227kyep09,"27 km WNW of Karluk, Alaska",,,,ak
2022-06-14T04:54:50.790Z,38.7309,-118.5639,7.6,1.3,ml,nn,nn00840866,"19 km ENE of Walker Lake, Nevada",,0.28,9,nn
2022-06-14T04:54:17.220Z,35.9576667,-117.668,3.47,1.09,ml,ci,ci40039815,"22km E of Little Lake, CA",0.14,0.052,7,ci
2022-06-14T04:44:47.472Z,-8.0392,123.0621,232.82,4.3,mb,us,us7000hh8a,"113 km NE of Maumere, Indonesia",9.1,0.148,13,us
2022-06-14T04:34:51.540Z,52.423,-174.2275,10.72,1.44,ml,av,av91062933,"25 km N of Atka, Alaska",3.21,0.13492475,3,av
2022-06-14T04:07:12.970Z,18.01883333,-66.87483333,8.37,2.01,md,pr,pr71353978,"0 km NNW of Palomas, Puerto Rico",2.71,0.062968319,3,pr
2022-06-14T03:58:46.398Z,51.367,178.4078,94.8,2.1,ml,ak,ak0227kxt2py,"Rat Islands, Aleutian Islands, Alaska",,,,ak
2022-06-14T03:52:22.125Z,63.0663,-151.5686,0.9,1.5,ml,ak,ak0227kxrr7m,Central Alaska,,,,ak
2022-06-14T03:35:59.330Z,36.5858333,-121.1136667,10.28,1.23,md,nc,nc73745151,"7km NNE of Pinnacles, CA",0.51,0.158,11,nc
2022-06-14T03:30:33.350Z,39.4345,-110.3151667,-1.2,1.55,md,uu,uu60501842,"14 km SSE of Sunnyside, Utah",1.3,0.174,4,uu
2022-06-14T03:27:13.520Z,35.5543333,-120.8456667,6.1,1.21,md,nc,nc73745146,"13km W of Templeton, CA",0.21,0.148,12,nc
2022-06-14T03:23:45.450Z,37.812,-121.8511667,15.35,1.61,md,nc,nc73745141,"5km E of Blackhawk, CA",0.23,0.264,28,nc
2022-06-14T03:21:49.490Z,17.9663,-66.9668,16,2.21,md,pr,pr2022165000,"5 km WSW of Fuig, Puerto Rico",1.64,0.06,4,pr
2022-06-14T03:04:49.807Z,63.0543,-149.3075,73.5,1.4,ml,ak,ak0227kxhj04,"41 km SSW of Cantwell, Alaska",,,,ak
2022-06-14T02:41:09.139Z,32.00649999,-103.8257691,7.082763672,2.9,ml,tx,tx2022lnvv,"33 km SE of Malaga, New Mexico",2.838578772,0.2,16,tx
2022-06-14T02:38:42.298Z,15.0983,53.5127,10,4.7,mb,us,us7000hh7y,"188 km SE of Al Ghayz̧ah, Yemen",4.7,0.1,30,us
2022-06-14T02:17:50.383Z,33.4202,142.1941,10,4.5,mb,us,us7000hh7v,"258 km SE of Katsuura, Japan",11.3,0.104,27,us
2022-06-14T02:16:21.268Z,31.68860483,-104.4235641,5.951611328,2.8,ml,tx,tx2022lnva,"54 km S of Whites City, New Mexico",1.294225106,0.1,11,tx
2022-06-14T02:04:23.800Z,35.7468333,-117.5563333,8.54,1.26,ml,ci,ci40039783,"14km W of Searles Valley, CA",0.22,0.118,8,ci
2022-06-14T01:57:20.730Z,33.944,-97.29516667,11.98,1.78,ml,ok,ok2022lnuj,"14 km ENE of Leon, Oklahoma",,0.23,19,ok
2022-06-14T01:47:02.130Z,51.6225,-178.4641667,9.29,1.44,ml,av,av91598716,"129 km WSW of Adak, Alaska",0.72,0.300710044,20,av
2022-06-14T01:31:16.400Z,36.0276667,-117.8226667,1.88,1.04,ml,ci,ci40039775,"12km E of Coso Junction, CA",0.18,0.184,8,ci
2022-06-14T01:30:53.710Z,48.29016667,-121.8718333,8.34,1.52,ml,uw,uw61851361,"4 km ENE of Oso, Washington",0.44,0.141594142,2,uw
2022-06-14T01:25:46.079Z,56.3712,-148.5709,10,3.2,ml,us,us7000hh7k,"264 km ESE of Chiniak, Alaska",8.6,0.055,44,us
2022-06-14T01:09:52.650Z,19.22900009,-155.3901672,32.70999908,1.99000001,md,hv,hv73043297,"9 km ENE of Pāhala, Hawaii",0.75,1.82000005,6,hv
2022-06-14T01:09:01.890Z,34.0095,-118.2526667,10.46,1.25,ml,ci,ci40039767,"4km NW of Huntington Park, CA",0.41,0.249,7,ci
2022-06-14T01:05:32.080Z,34.3025,-117.018,2.27,1.92,ml,ci,ci40039759,"12km WNW of Big Bear Lake, CA",0.11,0.124,62,ci
2022-06-14T01:01:29.490Z,56.3306,-148.5968,10,3.1,ml,us,us7000hh7f,"265 km SE of Chiniak, Alaska",5.2,0.055,44,us
2022-06-14T00:55:31.109Z,35.11,-95.54883333,6.56,11,ml,ok,ok2022lnsi,"11 km E of Crowder, Oklahoma",,0.2,9,ok
2022-06-14T00:51:07.800Z,18.01966667,-66.865,19.53,2.32,md,pr,pr71353973,"1 km NE of Palomas, Puerto Rico",0.87,0.229957509,5,pr
2022-06-14T00:40:14.220Z,39.4305,-110.294,-2.26,2.17,ml,uu,uu60501822,"15 km SSE of Sunnyside, Utah",0.55,0.145,11,uu
2022-06-14T00:39:11.250Z,38.8195,-122.8119965,1.52,1.07,md,nc,nc73745106,"7km NW of The Geysers, CA",0.22,0.1,2,nc
2022-06-14T00:37:07.870Z,35.253,-118.5785,7.85,1.96,ml,ci,ci40039743,"18km NW of Tehachapi, CA",0.19,0.228,25,ci
2022-06-14T00:33:04.140Z,19.23333359,-155.3869934,32.02999878,2.16,ml,hv,hv73043272,"10 km ENE of Pāhala, Hawaii",0.71,0.41,5,hv
2022-06-14T00:32:31.370Z,36.8565,-97.787,7.8,1.72,ml,ok,ok2022lnro,"7 km NW of Medford, Oklahoma",,0.22,31,ok
2022-06-14T00:31:42.983Z,38.1182,-118.8936,1.2,1.1,ml,nn,nn00840874,"23 km ENE of Mono City, California",,0.11,2,nn
2022-06-14T00:18:21.942Z,-7.72,-13.586,10,5.1,mww,us,us7000hh76,"93 km ENE of Georgetown, Saint Helena",3.5,0.098,10,us
2022-06-14T00:17:24.457Z,-23.8002,-66.9511,228.57,4.3,mwr,us,us7000hh72,"79 km NW of San Antonio de los Cobres, Argentina",9.4,,,us
2022-06-14T00:17:07.580Z,-7.6579,-13.7007,10,5,mb,us,us7000hh75,"83 km ENE of Georgetown, Saint Helena",5,0.083,47,us
2022-06-14T00:16:48.494Z,61.331,-149.9103,35.7,1.6,ml,ak,ak0227kvrsoh,"4 km SE of Point MacKenzie, Alaska",,,,ak
2022-06-14T00:15:15.900Z,18.0175,-66.858,19.19,2.52,md,pr,pr71353968,"1 km ENE of Palomas, Puerto Rico",0.62,0.152967259,4,pr
2022-06-14T00:10:53.570Z,17.92466667,-66.84533333,14.38,2.48,md,pr,pr71353963,"7 km SE of Maria Antonia, Puerto Rico",0.46,0.07638718,5,pr
2022-06-14T00:06:31.158Z,50.6912,-173.2771,21.1,2.4,ml,ak,ak0227kvpnc2,"179 km SSE of Atka, Alaska",,,,ak
2022-06-13T23:41:26.500Z,19.21199989,-155.3766632,31.47999954,1.99000001,md,hv,hv73043247,"10 km E of Pāhala, Hawaii",0.85,0.649999976,9,hv
2022-06-13T23:26:35.620Z,39.4398333,-110.3413333,-2.02,1.65,md,uu,uu60030669,"13 km SSE of Sunnyside, Utah",1.29,0.339,4,uu
2022-06-13T23:23:33.760Z,35.0283333,-117.6811667,-0.8,1.74,ml,ci,ci40039727,"4km NW of Boron, CA",0.4,0.185,21,ci
2022-06-13T23:20:24.170Z,-7.7481,-13.5742,10,5.1,mb,us,us7000hh6v,"94 km ENE of Georgetown, Saint Helena",6.1,0.063,82,us
2022-06-13T23:15:09.773Z,63.3535,-150.7549,16,1.4,ml,ak,ak0227jlx4e9,"52 km ESE of Denali National Park, Alaska",,,,ak
2022-06-13T23:09:59.968Z,64.9833,-147.433,1.4,1.5,ml,ak,ak0227jlvxz0,"9 km ENE of Fox, Alaska",,,,ak
2022-06-13T22:58:36.500Z,52.01416667,-177.1611667,11.35,1.09,ml,av,av91598571,"39 km WNW of Adak, Alaska",2.83,0.356566989,4,av
2022-06-13T22:43:10.939Z,62.439,-148.2843,46.5,1.4,ml,ak,ak0227jlhoxh,"72 km N of Chickaloon, Alaska",,,,ak
2022-06-13T21:58:02.500Z,19.17916679,-155.3936615,31.90999985,1.83000004,md,hv,hv73043182,"Island of Hawaii, Hawaii",0.9,0.01,5,hv
2022-06-13T21:40:42.334Z,44.1818,-114.839,10,2.4,ml,us,us7000hhft,"8 km ESE of Stanley, Idaho",3.5,0.064,32,us
2022-06-13T21:38:42.574Z,61.5448,-141.0225,0,1.4,ml,ak,ak0227jkv96p,"101 km E of McCarthy, Alaska",,,,ak
2022-06-13T21:26:12.640Z,39.2671667,-123.2261667,5.83,1.44,md,nc,nc73745061,"2km W of Redwood Valley, CA",0.36,0.155,10,nc
2022-06-13T21:24:51.090Z,37.5853333,-119.8091667,30.7,1.67,md,nc,nc73745066,"11km ENE of Midpines, CA",1.56,0.098,6,nc
2022-06-13T21:21:06.725Z,54.0736,-164.7154,64,1.7,ml,ak,ak0227jkrju2,"69 km E of Akutan, Alaska",,,,ak
2022-06-13T21:18:05.170Z,37.6005,-119.7716667,36.61,1.95,md,nc,nc73745056,"14km ENE of Midpines, CA",0.98,0.16,10,nc
2022-06-13T21:12:14.634Z,38.5755,-119.4446,8.8,1.1,ml,nn,nn00840865,"5 km E of Coleville, California",,0.41,6,nn
2022-06-13T21:08:41.290Z,33.0561667,-115.0085,-0.2,1.6,ml,ci,ci40039679,"44km NE of Holtville, CA",0.81,0.106,4,ci
2022-06-13T20:57:19.176Z,-7.7651,-13.5941,10,5.2,mww,us,us7000hh61,"91 km ENE of Georgetown, Saint Helena",6.9,0.093,11,us
2022-06-13T20:51:43.721Z,63.2452,-150.4681,2.8,1.7,ml,ak,ak0227jkclz8,"70 km ESE of Denali National Park, Alaska",,,,ak
2022-06-13T20:51:08.350Z,19.2001667,-155.4803314,33.77000046,1.84000003,md,hv,hv73043142,"0 km SSW of Pāhala, Hawaii",0.69,0.579999983,11,hv
2022-06-13T20:50:58.433Z,57.1113,-136.3049,15,3.5,ml,ak,ak0227jkcfeu,"59 km W of Sitka, Alaska",,,,ak
2022-06-13T20:48:03.543Z,54.3697,-162.2481,35,3.5,ml,us,us7000hh5t,"77 km S of King Cove, Alaska",2.7,0.071,26,us
2022-06-13T20:34:52.037Z,63.1838,-151.3435,0,1.1,ml,ak,ak0227jk8zg3,"44 km SSE of Denali National Park, Alaska",,,,ak
2022-06-13T20:20:34.650Z,17.99266667,-66.9705,14.51,1.93,md,pr,pr71353953,"5 km W of Fuig, Puerto Rico",3.71,0.382833687,3,pr
2022-06-13T20:07:55.450Z,38.8338318,-122.8059998,2,1.15,md,nc,nc73745031,"7km W of Cobb, CA",0.18,0.05,6,nc
2022-06-13T19:59:42.780Z,34.24,-117.0621667,4.68,1.35,ml,ci,ci40039615,"6km NE of Running Springs, CA",0.18,0.11,23,ci
2022-06-13T19:54:43.460Z,34.292,-96.37016667,0,1.62,ml,ok,ok2022lnik,"10 km SSE of Wapanucka, Oklahoma",,0.2,19,ok
2022-06-13T19:53:45.414Z,61.4825,-151.4293,78.4,1.7,ml,ak,ak0227jjrlxp,"42 km NNW of Beluga, Alaska",,,,ak
2022-06-13T19:36:35.770Z,40.478,-122.0265,9.39,2.58,md,nc,nc73745021,"12km W of Shingletown, CA",0.4,0.123,44,nc
2022-06-13T19:35:57.651Z,59.4708,-151.563,50.6,1.8,ml,ak,ak0227jjnrzp,"5 km E of Seldovia Village, Alaska",,,,ak
2022-06-13T19:34:51.380Z,39.4245,-110.3088333,-0.75,1.13,md,uu,uu60501722,"15 km SSE of Sunnyside, Utah",1.65,0.187,4,uu
2022-06-13T19:30:26.040Z,38.7868333,-122.7675,1.99,1.51,md,nc,nc73745016,"1km NW of The Geysers, CA",0.16,0.051,9,nc
2022-06-13T19:08:21.534Z,-5.9846,147.4001,61.43,4.4,mb,us,us7000hh4z,"80 km NW of Finschhafen, Papua New Guinea",9.4,0.095,32,us
2022-06-13T19:04:27.703Z,59.2342,-153.642,99.5,1.4,ml,ak,ak0227jjh2he,"60 km SE of Pope-Vannoy Landing, Alaska",,,,ak
2022-06-13T18:42:47.701Z,60.0206,-140.2564,0,1.7,ml,ak,ak0227jj3tna,"60 km NNW of Yakutat, Alaska",,,,ak
2022-06-13T18:27:29.739Z,36.37033333,-97.113,7.29,1.69,ml,ok,ok2022lnfn,"11 km SSE of Red Rock, Oklahoma",,0.24,31,ok
2022-06-13T18:26:22.208Z,63.5176,-149.1538,37,1.4,ml,ak,ak0227jj0c7g,"17 km NW of Cantwell, Alaska",,,,ak
2022-06-13T18:22:28.424Z,60.1319,-148.3925,0,2,ml,ak,ak0227jizhtm,"22 km WNW of Chenega, Alaska",,,,ak
2022-06-13T18:09:54.379Z,-45.9334,35.1314,10,4.8,mb,us,us7000hh4m,Prince Edward Islands region,14.1,0.095,34,us
2022-06-13T17:56:04.288Z,36.5319,70.8836,204.7,4.3,mb,us,us7000hh4j,"37 km S of Jurm, Afghanistan",5.5,0.217,6,us
2022-06-13T17:45:19.030Z,12.9259,-88.8933,49.46,4,mb,us,us7000hh4i,"54 km SW of Puerto El Triunfo, El Salvador",3.5,0.173,9,us
2022-06-13T17:34:42.039Z,50.8947,-130.0926,9.11,4.6,mb,us,us7000hh4b,"214 km W of Port McNeill, Canada",8.1,0.036,225,us
2022-06-13T17:26:56.044Z,-15.3771,167.7728,226.57,4.9,mb,us,us7000hh4a,"67 km ENE of Luganville, Vanuatu",9.5,0.062,81,us
2022-06-13T17:14:30.726Z,62.2554,-150.839,68,1.3,ml,ak,ak0227jicco0,"27 km S of Petersville, Alaska",,,,ak
2022-06-13T16:53:57.666Z,60.1806,-151.3073,36.1,1.9,ml,ak,ak0227jhzc1m,"7 km SE of Clam Gulch, Alaska",,,,ak
2022-06-13T16:45:14.590Z,38.795166,-122.8041687,1.05,0.95,md,nc,nc73745001,"5km WNW of The Geysers, CA",0.2,0.15,4,nc
2022-06-13T16:42:20.420Z,17.9825,-66.9555,11.16,2.55,md,pr,pr71353943,"4 km W of Fuig, Puerto Rico",0.78,0.074277208,5,pr
2022-06-13T16:29:19.800Z,17.944,-66.96283333,14.1,2.55,md,pr,pr71353928,"6 km WSW of Guánica, Puerto Rico",0.66,0.124219926,8,pr
2022-06-13T16:00:13.357Z,57.8541,-156.0912,117.4,1.4,ml,ak,ak0227jhnw8l,"85 km ESE of Egegik, Alaska",,,,ak
2022-06-13T15:44:41.627Z,23.0638,94.5797,98.46,4.3,mb,us,us7000hh3k,"66 km SSE of Mawlaik, Myanmar",7.7,0.122,21,us
2022-06-13T15:15:29.912Z,31.59610057,-104.3721475,7.596923828,2.1,ml,tx,tx2022lmzf,"63 km WNW of Toyah, Texas",1.536657353,0.1,11,tx
2022-06-13T15:12:09.466Z,38.175,-117.8817,11.6,1.1,ml,nn,nn00840826,"31 km SE of Mina, Nevada",,0.4,4,nn
